gene,type
ENSG00000106565,non-disease
ENSG00000106571,disease
ENSG00000106591,disease
ENSG00000106603,non-disease
ENSG00000106605,disease
ENSG00000106608,non-disease
ENSG00000106609,non-disease
ENSG00000106615,disease
ENSG00000106617,disease
ENSG00000106624,non-disease
ENSG00000106628,disease
ENSG00000106631,non-disease
ENSG00000106633,disease
ENSG00000106638,disease
ENSG00000106648,non-disease
ENSG00000106665,disease
ENSG00000106682,disease
ENSG00000106686,non-disease
ENSG00000106688,disease
ENSG00000106689,disease
ENSG00000106692,disease
ENSG00000106701,disease
ENSG00000106723,disease
ENSG00000106733,non-disease
ENSG00000106771,non-disease
ENSG00000106772,disease
ENSG00000106780,non-disease
ENSG00000106785,disease
ENSG00000106789,disease
ENSG00000106799,disease
ENSG00000106803,non-disease
ENSG00000106804,disease
ENSG00000106809,disease
ENSG00000106819,disease
ENSG00000106823,disease
ENSG00000106829,disease
ENSG00000106853,disease
ENSG00000106868,disease
ENSG00000106927,disease
ENSG00000106948,disease
ENSG00000106952,disease
ENSG00000106976,disease
ENSG00000106991,disease
ENSG00000106992,disease
ENSG00000106993,non-disease
ENSG00000107020,non-disease
ENSG00000107021,non-disease
ENSG00000107036,disease
ENSG00000107099,disease
ENSG00000107104,disease
ENSG00000107130,disease
ENSG00000107140,non-disease
ENSG00000107147,disease
ENSG00000107159,disease
ENSG00000107164,disease
ENSG00000107165,disease
ENSG00000107185,disease
ENSG00000107187,disease
ENSG00000107201,disease
ENSG00000107223,non-disease
ENSG00000107242,disease
ENSG00000107249,disease
ENSG00000107262,disease
ENSG00000107263,disease
ENSG00000107281,non-disease
ENSG00000107282,disease
ENSG00000107290,disease
ENSG00000107295,disease
ENSG00000107317,disease
ENSG00000107331,disease
ENSG00000107338,disease
ENSG00000107371,disease
ENSG00000107372,disease
ENSG00000107404,disease
ENSG00000107438,disease
ENSG00000107443,non-disease
ENSG00000107447,disease
ENSG00000107485,disease
ENSG00000107518,disease
ENSG00000107521,disease
ENSG00000107537,disease
ENSG00000107551,disease
ENSG00000107554,disease
ENSG00000107560,disease
ENSG00000107562,disease
ENSG00000107566,disease
ENSG00000107581,disease
ENSG00000107593,disease
ENSG00000107611,disease
ENSG00000107614,disease
ENSG00000107625,disease
ENSG00000107643,disease
ENSG00000107651,disease
ENSG00000107672,non-disease
ENSG00000107679,disease
ENSG00000107719,non-disease
ENSG00000107731,disease
ENSG00000107738,disease
ENSG00000107742,disease
ENSG00000107745,non-disease
ENSG00000107758,disease
ENSG00000107771,non-disease
ENSG00000107779,disease
ENSG00000107789,disease
ENSG00000107798,disease
ENSG00000107807,non-disease
ENSG00000107815,disease
ENSG00000107816,disease
ENSG00000107819,disease
ENSG00000107821,disease
ENSG00000107829,non-disease
ENSG00000107831,disease
ENSG00000107833,non-disease
ENSG00000107854,disease
ENSG00000107862,disease
ENSG00000107863,disease
ENSG00000107864,disease
ENSG00000107872,non-disease
ENSG00000107874,disease
ENSG00000107882,disease
ENSG00000107890,disease
ENSG00000107897,disease
ENSG00000107902,disease
ENSG00000107929,disease
ENSG00000107937,disease
ENSG00000107938,non-disease
ENSG00000107949,disease
ENSG00000107951,disease
ENSG00000107954,disease
ENSG00000107957,disease
ENSG00000107959,disease
ENSG00000107960,disease
ENSG00000107968,disease
ENSG00000107984,disease
ENSG00000108010,disease
ENSG00000108018,disease
ENSG00000108021,non-disease
ENSG00000108039,disease
ENSG00000108055,disease
ENSG00000108061,disease
ENSG00000108064,disease
ENSG00000108106,non-disease
ENSG00000108175,disease
ENSG00000108176,disease
ENSG00000108179,disease
ENSG00000108187,disease
ENSG00000108219,non-disease
ENSG00000108231,disease
ENSG00000108239,non-disease
ENSG00000108244,disease
ENSG00000108255,disease
ENSG00000108256,disease
ENSG00000108262,disease
ENSG00000108298,non-disease
ENSG00000108306,disease
ENSG00000108309,non-disease
ENSG00000108342,disease
ENSG00000108344,disease
ENSG00000108349,non-disease
ENSG00000108352,non-disease
ENSG00000108370,disease
ENSG00000108375,disease
ENSG00000108381,disease
ENSG00000108384,disease
ENSG00000108387,disease
ENSG00000108389,disease
ENSG00000108395,disease
ENSG00000108405,disease
ENSG00000108406,non-disease
ENSG00000108417,non-disease
ENSG00000108423,disease
ENSG00000108424,disease
ENSG00000108439,disease
ENSG00000108443,disease
ENSG00000108469,non-disease
ENSG00000108474,disease
ENSG00000108479,disease
ENSG00000108506,non-disease
ENSG00000108509,non-disease
ENSG00000108510,disease
ENSG00000108511,disease
ENSG00000108515,disease
ENSG00000108518,disease
ENSG00000108523,non-disease
ENSG00000108528,disease
ENSG00000108556,disease
ENSG00000108557,disease
ENSG00000108559,non-disease
ENSG00000108561,disease
ENSG00000108576,disease
ENSG00000108578,disease
ENSG00000108582,non-disease
ENSG00000108587,non-disease
ENSG00000108588,non-disease
ENSG00000108591,disease
ENSG00000108592,non-disease
ENSG00000108599,disease
ENSG00000108602,disease
ENSG00000108604,non-disease
ENSG00000108622,disease
ENSG00000108639,non-disease
ENSG00000108641,disease
ENSG00000108651,disease
ENSG00000108666,non-disease
ENSG00000108669,non-disease
ENSG00000108679,disease
ENSG00000108684,non-disease
ENSG00000108688,disease
ENSG00000108691,disease
ENSG00000108700,disease
ENSG00000108702,disease
ENSG00000108733,disease
ENSG00000108759,non-disease
ENSG00000108771,disease
ENSG00000108773,disease
ENSG00000108784,disease
ENSG00000108786,disease
ENSG00000108788,disease
ENSG00000108797,disease
ENSG00000108798,non-disease
ENSG00000108799,disease
ENSG00000108813,disease
ENSG00000108821,disease
ENSG00000108823,disease
ENSG00000108825,non-disease
ENSG00000108826,disease
ENSG00000108828,non-disease
ENSG00000108829,non-disease
ENSG00000108839,disease
ENSG00000108840,disease
ENSG00000108846,disease
ENSG00000108848,disease
ENSG00000108849,disease
ENSG00000108852,non-disease
ENSG00000108854,non-disease
ENSG00000108861,non-disease
ENSG00000108878,disease
ENSG00000108883,disease
ENSG00000108924,disease
ENSG00000108932,non-disease
ENSG00000108946,disease
ENSG00000108947,disease
ENSG00000108950,disease
ENSG00000108953,disease
ENSG00000108960,disease
ENSG00000108961,non-disease
ENSG00000108963,non-disease
ENSG00000109016,non-disease
ENSG00000109046,disease
ENSG00000109047,non-disease
ENSG00000109062,disease
ENSG00000109063,disease
ENSG00000109065,disease
ENSG00000109066,non-disease
ENSG00000109072,disease
ENSG00000109079,disease
ENSG00000109083,non-disease
ENSG00000109084,non-disease
ENSG00000109089,non-disease
ENSG00000109099,disease
ENSG00000109101,disease
ENSG00000109103,disease
ENSG00000109107,non-disease
ENSG00000109111,non-disease
ENSG00000109118,disease
ENSG00000109132,disease
ENSG00000109158,disease
ENSG00000109163,disease
ENSG00000109171,disease
ENSG00000109180,disease
ENSG00000109182,disease
ENSG00000109184,non-disease
ENSG00000109189,disease
ENSG00000109193,disease
ENSG00000109205,disease
ENSG00000109255,disease
ENSG00000109265,disease
ENSG00000109272,disease
ENSG00000109320,disease
ENSG00000109323,disease
ENSG00000109339,disease
ENSG00000109390,non-disease
ENSG00000109424,disease
ENSG00000109436,disease
ENSG00000109445,disease
ENSG00000109452,disease
ENSG00000109458,disease
ENSG00000109466,disease
ENSG00000109471,disease
ENSG00000109472,disease
ENSG00000109501,disease
ENSG00000109511,non-disease
ENSG00000109519,disease
ENSG00000109534,non-disease
ENSG00000109536,non-disease
ENSG00000109572,disease
ENSG00000109576,disease
ENSG00000109586,non-disease
ENSG00000109606,non-disease
ENSG00000109610,disease
ENSG00000109618,disease
ENSG00000109625,disease
ENSG00000109654,disease
ENSG00000109667,disease
ENSG00000109674,disease
ENSG00000109680,non-disease
ENSG00000109684,disease
ENSG00000109685,disease
ENSG00000109686,non-disease
ENSG00000109689,disease
ENSG00000109705,disease
ENSG00000109736,non-disease
ENSG00000109738,disease
ENSG00000109743,disease
ENSG00000109756,disease
ENSG00000109758,disease
ENSG00000109762,disease
ENSG00000109771,non-disease
ENSG00000109775,non-disease
ENSG00000109787,disease
ENSG00000109794,disease
ENSG00000109805,disease
ENSG00000109814,disease
ENSG00000109819,disease
ENSG00000109832,disease
ENSG00000109846,disease
ENSG00000109851,disease
ENSG00000109854,non-disease
ENSG00000109861,disease
ENSG00000109881,non-disease
ENSG00000109906,disease
ENSG00000109911,disease
ENSG00000109917,disease
ENSG00000109919,disease
ENSG00000109920,non-disease
ENSG00000109927,disease
ENSG00000109929,disease
ENSG00000109943,non-disease
ENSG00000109944,non-disease
ENSG00000109991,non-disease
ENSG00000110002,disease
ENSG00000110011,disease
ENSG00000110013,disease
ENSG00000110025,non-disease
ENSG00000110031,disease
ENSG00000110042,non-disease
ENSG00000110046,disease
ENSG00000110048,disease
ENSG00000110060,non-disease
ENSG00000110063,non-disease
ENSG00000110066,disease
ENSG00000110074,disease
ENSG00000110075,non-disease
ENSG00000110076,disease
ENSG00000110077,disease
ENSG00000110079,disease
ENSG00000110080,disease
ENSG00000110092,disease
ENSG00000110104,disease
ENSG00000110107,non-disease
ENSG00000110108,non-disease
ENSG00000110148,disease
ENSG00000110169,disease
ENSG00000110171,non-disease
ENSG00000110172,disease
ENSG00000110195,disease
ENSG00000110218,disease
ENSG00000110237,disease
ENSG00000110243,disease
ENSG00000110244,disease
ENSG00000110245,disease
ENSG00000110274,disease
ENSG00000110315,disease
ENSG00000110318,non-disease
ENSG00000110321,non-disease
ENSG00000110324,disease
ENSG00000110328,non-disease
ENSG00000110330,disease
ENSG00000110344,non-disease
ENSG00000110367,disease
ENSG00000110375,non-disease
ENSG00000110395,disease
ENSG00000110400,disease
ENSG00000110422,disease
ENSG00000110427,non-disease
ENSG00000110429,disease
ENSG00000110435,disease
ENSG00000110436,disease
ENSG00000110442,non-disease
ENSG00000110446,non-disease
ENSG00000110448,disease
ENSG00000110455,disease
ENSG00000110492,disease
ENSG00000110497,non-disease
ENSG00000110514,disease
ENSG00000110536,non-disease
ENSG00000110583,non-disease
ENSG00000110619,disease
ENSG00000110628,disease
ENSG00000110651,disease
ENSG00000110660,disease
ENSG00000110665,non-disease
ENSG00000110675,disease
ENSG00000110680,disease
ENSG00000110693,disease
ENSG00000110696,non-disease
ENSG00000110697,non-disease
ENSG00000110711,disease
ENSG00000110713,disease
ENSG00000110717,disease
ENSG00000110719,disease
ENSG00000110721,disease
ENSG00000110723,disease
ENSG00000110756,disease
ENSG00000110768,disease
ENSG00000110777,disease
ENSG00000110786,disease
ENSG00000110799,disease
ENSG00000110811,disease
ENSG00000110841,disease
ENSG00000110844,disease
ENSG00000110848,disease
ENSG00000110851,disease
ENSG00000110852,non-disease
ENSG00000110871,disease
ENSG00000110876,disease
ENSG00000110880,disease
ENSG00000110881,non-disease
ENSG00000110887,disease
ENSG00000110888,disease
ENSG00000110911,disease
ENSG00000110917,disease
ENSG00000110921,disease
ENSG00000110925,disease
ENSG00000110931,disease
ENSG00000110934,disease
ENSG00000110944,disease
ENSG00000110955,disease
ENSG00000110975,non-disease
ENSG00000111011,non-disease
ENSG00000111012,disease
ENSG00000111046,disease
ENSG00000111049,disease
ENSG00000111052,disease
ENSG00000111057,disease
ENSG00000111058,disease
ENSG00000111077,non-disease
ENSG00000111087,disease
ENSG00000111110,disease
ENSG00000111142,disease
ENSG00000111144,disease
ENSG00000111145,disease
ENSG00000111186,disease
ENSG00000111196,disease
ENSG00000111199,disease
ENSG00000111203,non-disease
ENSG00000111206,disease
ENSG00000111218,disease
ENSG00000111224,disease
ENSG00000111241,disease
ENSG00000111245,disease
ENSG00000111247,disease
ENSG00000111249,disease
ENSG00000111252,disease
ENSG00000111262,disease
ENSG00000111266,disease
ENSG00000111271,disease
ENSG00000111276,disease
ENSG00000111291,disease
ENSG00000111300,disease
ENSG00000111305,disease
ENSG00000111319,disease
ENSG00000111321,disease
ENSG00000111325,disease
ENSG00000111331,disease
ENSG00000111335,disease
ENSG00000111339,disease
ENSG00000111341,disease
ENSG00000111344,disease
ENSG00000111348,disease
ENSG00000111361,disease
ENSG00000111364,disease
ENSG00000111371,disease
ENSG00000111404,disease
ENSG00000111405,non-disease
ENSG00000111412,non-disease
ENSG00000111424,disease
ENSG00000111432,disease
ENSG00000111445,disease
ENSG00000111450,non-disease
ENSG00000111490,disease
ENSG00000111536,disease
ENSG00000111537,disease
ENSG00000111540,disease
ENSG00000111554,disease
ENSG00000111581,disease
ENSG00000111602,disease
ENSG00000111605,disease
ENSG00000111615,disease
ENSG00000111639,disease
ENSG00000111640,disease
ENSG00000111641,non-disease
ENSG00000111642,non-disease
ENSG00000111644,non-disease
ENSG00000111647,non-disease
ENSG00000111653,non-disease
ENSG00000111664,disease
ENSG00000111666,disease
ENSG00000111667,non-disease
ENSG00000111669,disease
ENSG00000111670,disease
ENSG00000111671,non-disease
ENSG00000111676,disease
ENSG00000111679,disease
ENSG00000111684,non-disease
ENSG00000111696,disease
ENSG00000111701,disease
ENSG00000111711,non-disease
ENSG00000111713,disease
ENSG00000111725,disease
ENSG00000111726,non-disease
ENSG00000111727,disease
ENSG00000111728,disease
ENSG00000111729,non-disease
ENSG00000111732,disease
ENSG00000111783,disease
ENSG00000111785,non-disease
ENSG00000111790,disease
ENSG00000111796,disease
ENSG00000111799,disease
ENSG00000111801,non-disease
ENSG00000111816,disease
ENSG00000111832,disease
ENSG00000111834,disease
ENSG00000111837,disease
ENSG00000111845,non-disease
ENSG00000111846,disease
ENSG00000111850,non-disease
ENSG00000111859,disease
ENSG00000111860,non-disease
ENSG00000111863,non-disease
ENSG00000111877,non-disease
ENSG00000111879,disease
ENSG00000111880,disease
ENSG00000111885,disease
ENSG00000111886,disease
ENSG00000111897,disease
ENSG00000111906,disease
ENSG00000111907,disease
ENSG00000111911,non-disease
ENSG00000111912,disease
ENSG00000111913,disease
ENSG00000111961,disease
ENSG00000111962,disease
ENSG00000111981,disease
ENSG00000112029,disease
ENSG00000112031,disease
ENSG00000112033,disease
ENSG00000112038,disease
ENSG00000112039,disease
ENSG00000112041,disease
ENSG00000112053,disease
ENSG00000112062,disease
ENSG00000112077,disease
ENSG00000112078,disease
ENSG00000112096,disease
ENSG00000112110,disease
ENSG00000112115,disease
ENSG00000112116,disease
ENSG00000112118,disease
ENSG00000112130,disease
ENSG00000112137,disease
ENSG00000112139,disease
ENSG00000112144,disease
ENSG00000112146,non-disease
ENSG00000112149,disease
ENSG00000112159,disease
ENSG00000112164,disease
ENSG00000112167,non-disease
ENSG00000112175,disease
ENSG00000112182,disease
ENSG00000112183,disease
ENSG00000112186,disease
ENSG00000112195,disease
ENSG00000112200,non-disease
ENSG00000112208,non-disease
ENSG00000112210,disease
ENSG00000112212,disease
ENSG00000112232,disease
ENSG00000112234,non-disease
ENSG00000112238,disease
ENSG00000112242,disease
ENSG00000112246,disease
ENSG00000112249,disease
ENSG00000112273,disease
ENSG00000112280,disease
ENSG00000112282,disease
ENSG00000112290,non-disease
ENSG00000112293,disease
ENSG00000112294,disease
ENSG00000112297,disease
ENSG00000112299,disease
ENSG00000112303,disease
ENSG00000112304,disease
ENSG00000112305,disease
ENSG00000112309,disease
ENSG00000112312,disease
ENSG00000112319,disease
ENSG00000112320,disease
ENSG00000112333,disease
ENSG00000112335,disease
ENSG00000112337,disease
ENSG00000112339,disease
ENSG00000112343,disease
