Gene	Symbol	Uniprot	Gene Name	Pathway	Protein Class	DSI	DPI	# Of Diseases	Gene	Source	Gene	Source	Gene	# Of SNPs	Source	gene	# Of Genes	Source	gene	Source
3295	HSD17B4	P51659	hydroxysteroid (17-beta) dehydrogenase 4	Metabolism	oxidoreductase	0.560060474860095	0.740740740740741	72	3295	ALL	3295	ALL	3295	11	ALL	3295	10226	ALL	3295	ALL
3604	TNFRSF9	Q07011	tumor necrosis factor receptor superfamily, member 9	null	receptor	0.563291688345498	0.62962962962963	72	3604	ALL	3604	ALL	3604	1	ALL	3604	10790	ALL	3604	ALL
4069	LYZ	P61626	lysozyme	Metabolism of proteins	null	0.583094921499403	0.740740740740741	72	4069	ALL	4069	ALL	4069	4	ALL	4069	9058	ALL	4069	ALL
4319	MMP10	P09238	matrix metallopeptidase 10 (stromelysin 2)	Extracellular matrix organization	null	0.583094921499403	0.740740740740741	72	4319	ALL	4319	ALL	4319	7	ALL	4319	9395	ALL	4319	ALL
4522	MTHFD1	P11586	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	Metabolism	oxidoreductase; ligase; hydrolase	0.57362850165228	0.703703703703704	72	4522	ALL	4522	ALL	4522	30	ALL	4522	11050	ALL	4522	ALL
5225	PGC	P20142	progastricsin (pepsinogen C)	null	protease; hydrolase	0.568332951741099	0.62962962962963	72	5225	ALL	5225	ALL	5225	11	ALL	5225	12210	ALL	5225	ALL
5981	RFC1	P35251	replication factor C (activator 1) 1, 145kDa	Cell Cycle; DNA Repair; DNA Replication	phosphatase; nucleic acid binding; hydrolase	0.566625497005247	0.62962962962963	72	5981	ALL	5981	ALL	5981	2	ALL	5981	10280	ALL	5981	ALL
6356	CCL11	P51671	chemokine (C-C motif) ligand 11	Signal Transduction	signaling molecule	0.570068630143991	0.703703703703704	72	6356	ALL	6356	ALL	6356	11	ALL	6356	8002	ALL	6356	ALL
7180	CRISP2	P16562	cysteine-rich secretory protein 2	null	defense/immunity protein	0.566625497005247	0.703703703703704	72	7180	ALL	7180	ALL	7180	1	ALL	7180	10688	ALL	7180	ALL
7941	PLA2G7	Q13093	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	Metabolism of proteins	hydrolase	0.570068630143991	0.555555555555556	72	7941	ALL	7941	ALL	7941	7	ALL	7941	8537	ALL	7941	ALL
9112	MTA1	Q13330	metastasis associated 1	Chromatin organization; Gene Expression; Metabolism of proteins	nucleic acid binding	0.564945362720334	0.592592592592593	72	9112	ALL	9112	ALL	9112	0	ALL	9112	9947	ALL	9112	ALL
9564	BCAR1	P56945	breast cancer anti-estrogen resistance 1	Hemostasis; Signal Transduction	null	0.564945362720334	0.740740740740741	72	9564	ALL	9564	ALL	9564	2	ALL	9564	11070	ALL	9564	ALL
9961	MVP	Q14764	major vault protein	null	nucleic acid binding	0.561663653368321	0.703703703703704	72	9961	ALL	9961	ALL	9961	3	ALL	9961	10541	ALL	9961	ALL
10599	SLCO1B1	Q9Y6L6	solute carrier organic anion transporter family, member 1B1	Metabolism; Transmembrane transport of small molecules	transporter	0.561663653368321	0.666666666666667	72	10599	ALL	10599	ALL	10599	14	ALL	10599	10021	ALL	10599	ALL
10664	CTCF	P49711	CCCTC-binding factor (zinc finger protein)	Developmental Biology	transcription factor	0.561663653368321	0.814814814814815	72	10664	ALL	10664	ALL	10664	0	ALL	10664	10338	ALL	10664	ALL
25824	PRDX5	P30044	peroxiredoxin 5	Cellular responses to stress; Gene Expression	null	0.563291688345498	0.740740740740741	72	25824	ALL	25824	ALL	25824	1	ALL	25824	9971	ALL	25824	ALL
203074	PRSS55	Q6UWB4	protease, serine, 55	null	protease; enzyme modulator; hydrolase; signaling molecule; calcium-binding protein; receptor	0.564945362720334	0.703703703703704	72	203074	ALL	203074	ALL	203074	0	ALL	203074	10636	ALL	203074	ALL
282617	IFNL3	Q8IZI9	interferon, lambda 3	null	null	0.566625497005247	0.62962962962963	72	282617	ALL	282617	ALL	282617	29	ALL	282617	8199	ALL	282617	ALL
406996	MIR214	null	microRNA 214	null	null	0.564945362720334	0.592592592592593	71	406996	ALL	406996	ALL	406996	0	ALL	406996	10180	ALL	406996	ALL
135	ADORA2A	P29274	adenosine A2a receptor	Metabolism of proteins; Signal Transduction	receptor	0.5811321325281	0.666666666666667	71	135	ALL	135	ALL	135	2	ALL	135	7435	ALL	135	ALL
668	FOXL2	P58012	forkhead box L2	null	transcription factor; nucleic acid binding	0.566625497005247	0.592592592592593	71	668	ALL	668	ALL	668	25	ALL	668	5067	ALL	668	ALL
972	CD74	P04233	CD74 molecule, major histocompatibility complex, class II invariant chain	Hemostasis; Immune System	null	0.570068630143991	0.592592592592593	71	972	ALL	972	ALL	972	0	ALL	972	10267	ALL	972	ALL
1238	ACKR2	O00590	atypical chemokine receptor 2	Signal Transduction	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	0.560060474860095	0.703703703703704	71	1238	ALL	1238	ALL	1238	3	ALL	1238	10383	ALL	1238	ALL
1287	COL4A5	P29400	collagen, type IV, alpha 5	Developmental Biology; Extracellular matrix organization; Signal Transduction	defense/immunity protein; transporter; surfactant; extracellular matrix protein; receptor	0.575454741641285	0.666666666666667	71	1287	ALL	1287	ALL	1287	491	ALL	1287	7904	ALL	1287	ALL
1589	CYP21A2	P08686	cytochrome P450, family 21, subfamily A, polypeptide 2	Metabolism	null	0.568332951741099	0.740740740740741	71	1589	ALL	1589	ALL	1589	27	ALL	1589	7429	ALL	1589	ALL
2114	ETS2	P15036	v-ets avian erythroblastosis virus E26 oncogene homolog 2	Cellular responses to stress	transcription factor; signaling molecule; nucleic acid binding	0.566625497005247	0.703703703703704	71	2114	ALL	2114	ALL	2114	1	ALL	2114	12211	ALL	2114	ALL
2346	FOLH1	Q04609	folate hydrolase (prostate-specific membrane antigen) 1	Metabolism	receptor	0.57362850165228	0.777777777777778	71	2346	ALL	2346	ALL	2346	11	ALL	2346	11643	ALL	2346	ALL
2523	FUT1	P19526	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	null	transferase	0.561663653368321	0.62962962962963	71	2523	ALL	2523	ALL	2523	2	ALL	2523	9237	ALL	2523	ALL
2645	GCK	P35557	glucokinase (hexokinase 4)	Developmental Biology; Metabolism; Transmembrane transport of small molecules	null	0.568332951741099	0.555555555555556	71	2645	ALL	2645	ALL	2645	40	ALL	2645	8455	ALL	2645	ALL
2752	GLUL	P15104	glutamate-ammonia ligase	Metabolism; Neuronal System	ligase	0.570068630143991	0.666666666666667	71	2752	ALL	2752	ALL	2752	3	ALL	2752	9941	ALL	2752	ALL
57104	PNPLA2	Q96AD5	patatin-like phospholipase domain containing 2	Metabolism	transferase; hydrolase	0.570068630143991	0.592592592592593	71	57104	ALL	57104	ALL	57104	10	ALL	57104	10039	ALL	57104	ALL
58191	CXCL16	Q9H2A7	chemokine (C-X-C motif) ligand 16	Signal Transduction	signaling molecule	0.575454741641285	0.518518518518518	71	58191	ALL	58191	ALL	58191	1	ALL	58191	10335	ALL	58191	ALL
116519	APOA5	Q6Q788	apolipoprotein A-V	Metabolism	null	0.568332951741099	0.555555555555556	71	116519	ALL	116519	ALL	116519	16	ALL	116519	9148	ALL	116519	ALL
10524	KAT5	Q92993	K(lysine) acetyltransferase 5	Cell Cycle; Cellular responses to stress; Chromatin organization; DNA Repair; Signal Transduction	transcription factor; transferase; nucleic acid binding	0.570068630143991	0.703703703703704	71	10524	ALL	10524	ALL	10524	0	ALL	10524	11480	ALL	10524	ALL
10928	RALBP1	Q15311	ralA binding protein 1	Signal Transduction	enzyme modulator	0.568332951741099	0.555555555555556	71	10928	ALL	10928	ALL	10928	0	ALL	10928	10768	ALL	10928	ALL
27113	BBC3	Q96PG8;Q9BXH1	BCL2 binding component 3	Programmed Cell Death	null	0.564945362720334	0.703703703703704	71	27113	ALL	27113	ALL	27113	0	ALL	27113	10587	ALL	27113	ALL
54210	TREM1	Q9NP99	triggering receptor expressed on myeloid cells 1	Hemostasis; Immune System	null	0.57362850165228	0.592592592592593	71	54210	ALL	54210	ALL	54210	4	ALL	54210	9092	ALL	54210	ALL
5654	HTRA1	Q92743	HtrA serine peptidase 1	null	protease; chaperone; hydrolase	0.571833480974517	0.62962962962963	71	5654	ALL	5654	ALL	5654	24	ALL	5654	11450	ALL	5654	ALL
6334	SCN8A	Q9UQD0	sodium channel, voltage gated, type VIII alpha subunit	Developmental Biology; Muscle contraction	transporter	0.583094921499403	0.703703703703704	71	6334	ALL	6334	ALL	6334	11	ALL	6334	9294	ALL	6334	ALL
6440	SFTPC	P11686	surfactant protein C	Metabolism of proteins	null	0.571833480974517	0.518518518518518	71	6440	ALL	6440	ALL	6440	6	ALL	6440	7246	ALL	6440	ALL
6649	SOD3	P08294	superoxide dismutase 3, extracellular	Cellular responses to stress	oxidoreductase	0.58713411765357	0.666666666666667	71	6649	ALL	6649	ALL	6649	13	ALL	6649	10298	ALL	6649	ALL
7058	THBS2	P35442	thrombospondin 2	Metabolism of proteins; Signal Transduction	null	0.568332951741099	0.592592592592593	71	7058	ALL	7058	ALL	7058	4	ALL	7058	10192	ALL	7058	ALL
7516	XRCC2	O43543	X-ray repair complementing defective repair in Chinese hamster cells 2	DNA Repair	nucleic acid binding; hydrolase	0.561663653368321	0.518518518518518	71	7516	ALL	7516	ALL	7516	22	ALL	7516	9795	ALL	7516	ALL
8434	RECK	O95980	reversion-inducing-cysteine-rich protein with kazal motifs	null	null	0.568332951741099	0.62962962962963	71	8434	ALL	8434	ALL	8434	1	ALL	8434	12033	ALL	8434	ALL
8740	TNFSF14	O43557	tumor necrosis factor (ligand) superfamily, member 14	Immune System	signaling molecule	0.564945362720334	0.62962962962963	71	8740	ALL	8740	ALL	8740	1	ALL	8740	10882	ALL	8740	ALL
8771	TNFRSF6B	O95407	tumor necrosis factor receptor superfamily, member 6b, decoy	Immune System	receptor	0.564945362720334	0.703703703703704	71	8771	ALL	8771	ALL	8771	3	ALL	8771	10900	ALL	8771	ALL
9622	KLK4	Q9Y5K2	kallikrein-related peptidase 4	null	protease; enzyme modulator; hydrolase; signaling molecule; calcium-binding protein; receptor	0.570068630143991	0.666666666666667	71	9622	ALL	9622	ALL	9622	7	ALL	9622	9921	ALL	9622	ALL
5021	OXTR	P30559	oxytocin receptor	Signal Transduction	receptor	0.579205360073215	0.555555555555556	70	5021	ALL	5021	ALL	5021	19	ALL	5021	8975	ALL	5021	ALL
6362	CCL18	P55774	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	null	signaling molecule	0.566625497005247	0.666666666666667	70	6362	ALL	6362	ALL	6362	1	ALL	6362	9775	ALL	6362	ALL
6591	SNAI2	O43623	snail family zinc finger 2	null	null	0.566625497005247	0.518518518518518	70	6591	ALL	6591	ALL	6591	0	ALL	6591	10490	ALL	6591	ALL
6768	ST14	Q9Y5Y6	suppression of tumorigenicity 14 (colon carcinoma)	null	protease; enzyme modulator; hydrolase; signaling molecule; calcium-binding protein; receptor	0.568332951741099	0.777777777777778	70	6768	ALL	6768	ALL	6768	1	ALL	6768	11354	ALL	6768	ALL
7014	TERF2	Q15554	telomeric repeat binding factor 2	Cell Cycle; Cellular responses to stress	nucleic acid binding	0.564945362720334	0.703703703703704	70	7014	ALL	7014	ALL	7014	10	ALL	7014	11031	ALL	7014	ALL
7225	TRPC6	Q9Y210	transient receptor potential cation channel, subfamily C, member 6	Developmental Biology; Hemostasis; Signal Transduction; Transmembrane transport of small molecules	transporter	0.568332951741099	0.518518518518518	70	7225	ALL	7225	ALL	7225	7	ALL	7225	9512	ALL	7225	ALL
8828	NRP2	O60462	neuropilin 2	Developmental Biology; Signal Transduction	cell adhesion molecule; transfer/carrier protein; transporter; protease; enzyme modulator; oxidoreductase; hydrolase; signali...	0.575454741641285	0.592592592592593	70	8828	ALL	8828	ALL	8828	1	ALL	8828	10440	ALL	8828	ALL
239	ALOX12	P18054	arachidonate 12-lipoxygenase	Metabolism	oxidoreductase	0.570068630143991	0.592592592592593	70	239	ALL	239	ALL	239	10	ALL	239	12031	ALL	239	ALL
1147	CHUK	O15111	conserved helix-loop-helix ubiquitous kinase	Immune System; Signal Transduction	transferase; kinase	0.571833480974517	0.666666666666667	70	1147	ALL	1147	ALL	1147	2	ALL	1147	10720	ALL	1147	ALL
1848	DUSP6	Q16828	dual specificity phosphatase 6	Developmental Biology; Immune System; Signal Transduction	null	0.57362850165228	0.62962962962963	70	1848	ALL	1848	ALL	1848	5	ALL	1848	10487	ALL	1848	ALL
1889	ECE1	P42892	endothelin converting enzyme 1	null	protease; hydrolase	0.568332951741099	0.555555555555556	70	1889	ALL	1889	ALL	1889	4	ALL	1889	10202	ALL	1889	ALL
2050	EPHB4	P54760	EPH receptor B4	Developmental Biology	null	0.564945362720334	0.592592592592593	70	2050	ALL	2050	ALL	2050	0	ALL	2050	10489	ALL	2050	ALL
2744	GLS	O94925	glutaminase	Gene Expression; Metabolism; Neuronal System	hydrolase	0.566625497005247	0.703703703703704	70	2744	ALL	2744	ALL	2744	4	ALL	2744	10807	ALL	2744	ALL
2965	GTF2H1	P32780	general transcription factor IIH, polypeptide 1, 62kDa	DNA Repair; Gene Expression	transcription factor	0.575454741641285	0.666666666666667	70	2965	ALL	2965	ALL	2965	1	ALL	2965	10505	ALL	2965	ALL
3802	KIR2DL1	P43626	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	Immune System	defense/immunity protein; signaling molecule; receptor	0.571833480974517	0.703703703703704	70	3802	ALL	3802	ALL	3802	0	ALL	3802	9282	ALL	3802	ALL
4535	ND1	P03886	NADH dehydrogenase, subunit 1 (complex I)	Metabolism	oxidoreductase	0.585095099167057	0.62962962962963	70	4535	ALL	4535	ALL	4535	21	ALL	4535	10460	ALL	4535	ALL
10457	GPNMB	Q14956	glycoprotein (transmembrane) nmb	null	cell adhesion molecule; signaling molecule	0.566625497005247	0.740740740740741	70	10457	ALL	10457	ALL	10457	2	ALL	10457	11886	ALL	10457	ALL
10479	SLC9A6	Q92581	solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6	Transmembrane transport of small molecules	null	0.561663653368321	0.851851851851852	70	10479	ALL	10479	ALL	10479	8	ALL	10479	5810	ALL	10479	ALL
25976	TIPARP	Q7Z3E1	TCDD-inducible poly(ADP-ribose) polymerase	null	nucleic acid binding	0.563291688345498	0.592592592592593	70	25976	ALL	25976	ALL	25976	6	ALL	25976	11211	ALL	25976	ALL
59341	TRPV4	Q9HBA0	transient receptor potential cation channel, subfamily V, member 4	Transmembrane transport of small molecules	transporter	0.583094921499403	0.592592592592593	70	59341	ALL	59341	ALL	59341	49	ALL	59341	5320	ALL	59341	ALL
84000	TMPRSS13	Q9BYE2	transmembrane protease, serine 13	null	protease; enzyme modulator; hydrolase; signaling molecule; calcium-binding protein; receptor	0.563291688345498	0.740740740740741	70	84000	ALL	84000	ALL	84000	1	ALL	84000	10226	ALL	84000	ALL
5053	PAH	P00439	phenylalanine hydroxylase	Metabolism	null	0.579205360073215	0.555555555555556	69	5053	ALL	5053	ALL	5053	168	ALL	5053	9674	ALL	5053	ALL
6197	RPS6KA3	P51812	ribosomal protein S6 kinase, 90kDa, polypeptide 3	Cellular responses to stress; Developmental Biology; Immune System; Neuronal System; Signal Transduction	transfer/carrier protein; transferase; calcium-binding protein; kinase	0.57731330613496	0.62962962962963	69	6197	ALL	6197	ALL	6197	14	ALL	6197	11223	ALL	6197	ALL
6545	SLC7A4	O43246	solute carrier family 7, member 4	null	transporter	0.560060474860095	0.592592592592593	69	6545	ALL	6545	ALL	6545	0	ALL	6545	6384	ALL	6545	ALL
7172	TPMT	P51580	thiopurine S-methyltransferase	Metabolism	null	0.583094921499403	0.481481481481481	69	7172	ALL	7172	ALL	7172	8	ALL	7172	9454	ALL	7172	ALL
7185	TRAF1	Q13077	TNF receptor-associated factor 1	Signal Transduction	null	0.571833480974517	0.666666666666667	69	7185	ALL	7185	ALL	7185	13	ALL	7185	10452	ALL	7185	ALL
7297	TYK2	P29597	tyrosine kinase 2	Immune System; Signal Transduction	transferase; kinase	0.563291688345498	0.666666666666667	69	7297	ALL	7297	ALL	7297	8	ALL	7297	10046	ALL	7297	ALL
7538	ZFP36	P26651	ZFP36 ring finger protein	Gene Expression	nucleic acid binding	0.583094921499403	0.555555555555556	69	7538	ALL	7538	ALL	7538	7	ALL	7538	10532	ALL	7538	ALL
9446	GSTO1	P78417	glutathione S-transferase omega 1	Metabolism	oxidoreductase; signaling molecule; cytoskeletal protein; transferase; isomerase; nucleic acid binding	0.570068630143991	0.62962962962963	69	9446	ALL	9446	ALL	9446	2	ALL	9446	10586	ALL	9446	ALL
9531	BAG3	O95817	BCL2-associated athanogene 3	Cellular responses to stress	chaperone	0.57362850165228	0.666666666666667	69	9531	ALL	9531	ALL	9531	12	ALL	9531	10486	ALL	9531	ALL
152503	SH3D19	Q5HYK7	SH3 domain containing 19	Vesicle-mediated transport	enzyme modulator	0.566625497005247	0.666666666666667	69	152503	ALL	152503	ALL	152503	0	ALL	152503	11110	ALL	152503	ALL
283297	OR10A4	Q9H209	olfactory receptor, family 10, subfamily A, member 4	Signal Transduction	null	0.560060474860095	0.740740740740741	69	283297	ALL	283297	ALL	283297	3	ALL	283297	9638	ALL	283297	ALL
378938	MALAT1	Q9UHZ2	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	null	null	0.570068630143991	0.740740740740741	69	378938	ALL	378938	ALL	378938	2	ALL	378938	9989	ALL	378938	ALL
406988	MIR205	null	microRNA 205	null	null	0.568332951741099	0.592592592592593	69	406988	ALL	406988	ALL	406988	0	ALL	406988	9746	ALL	406988	ALL
10371	SEMA3A	Q14563	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	Developmental Biology	signaling molecule	0.58713411765357	0.703703703703704	69	10371	ALL	10371	ALL	10371	13	ALL	10371	11962	ALL	10371	ALL
10911	UTS2	O95399	urotensin 2	Signal Transduction	signaling molecule	0.57362850165228	0.666666666666667	69	10911	ALL	10911	ALL	10911	2	ALL	10911	10383	ALL	10911	ALL
326	AIRE	O43918	autoimmune regulator	null	transcription factor; ligase	0.570068630143991	0.703703703703704	69	326	ALL	326	ALL	326	33	ALL	326	8042	ALL	326	ALL
337	APOA4	P06727	apolipoprotein A-IV	Metabolism; Metabolism of proteins; Signal Transduction	null	0.5811321325281	0.62962962962963	69	337	ALL	337	ALL	337	1	ALL	337	9598	ALL	337	ALL
372	ARCN1	P48444	archain 1	Metabolism of proteins; Vesicle-mediated transport	membrane traffic protein	0.583094921499403	0.555555555555556	69	372	ALL	372	ALL	372	0	ALL	372	7035	ALL	372	ALL
659	BMPR2	Q13873	bone morphogenetic protein receptor, type II (serine/threonine kinase)	Signal Transduction	transferase; kinase; receptor	0.575454741641285	0.62962962962963	69	659	ALL	659	ALL	659	16	ALL	659	11315	ALL	659	ALL
2303	FOXC2	Q99958	forkhead box C2	null	transcription factor; nucleic acid binding	0.568332951741099	0.740740740740741	69	2303	ALL	2303	ALL	2303	5	ALL	2303	9798	ALL	2303	ALL
3060	HCRT	O43612	hypocretin (orexin) neuropeptide precursor	Signal Transduction	null	0.575454741641285	0.703703703703704	69	3060	ALL	3060	ALL	3060	1	ALL	3060	8256	ALL	3060	ALL
3312	HSPA8	P11142	heat shock 70kDa protein 8	Cellular responses to stress; Developmental Biology; Gene Expression; Neuronal System; Vesicle-mediated transport	chaperone	0.571833480974517	0.703703703703704	69	3312	ALL	3312	ALL	3312	0	ALL	3312	10626	ALL	3312	ALL
3939	LDHA	P00338	lactate dehydrogenase A	Metabolism	oxidoreductase	0.575454741641285	0.555555555555556	69	3939	ALL	3939	ALL	3939	0	ALL	3939	10353	ALL	3939	ALL
4519	CYTB	P00156	cytochrome b	Metabolism	null	0.5811321325281	0.740740740740741	69	4519	ALL	4519	ALL	4519	59	ALL	4519	10277	ALL	4519	ALL
4601	MXI1	P50539	MAX interactor 1, dimerization protein	null	transcription factor	0.568332951741099	0.518518518518518	69	4601	ALL	4601	ALL	4601	4	ALL	4601	10721	ALL	4601	ALL
4773	NFATC2	Q13469	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	Immune System	transcription factor	0.568332951741099	0.666666666666667	69	4773	ALL	4773	ALL	4773	2	ALL	4773	11899	ALL	4773	ALL
156	ADRBK1	P25098	adrenergic, beta, receptor kinase 1	Immune System; Signal Transduction	transferase; kinase	0.58713411765357	0.555555555555556	68	156	ALL	156	ALL	156	0	ALL	156	10563	ALL	156	ALL
643	CXCR5	P32302	chemokine (C-X-C motif) receptor 5	Signal Transduction	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	0.563291688345498	0.592592592592593	68	643	ALL	643	ALL	643	14	ALL	643	9941	ALL	643	ALL
867	CBL	P22681	Cbl proto-oncogene, E3 ubiquitin protein ligase	Immune System; Signal Transduction	ligase	0.558481405214927	0.666666666666667	68	867	ALL	867	ALL	867	11	ALL	867	9769	ALL	867	ALL
887	CCKBR	P32239	cholecystokinin B receptor	Signal Transduction	receptor	0.57362850165228	0.518518518518518	68	887	ALL	887	ALL	887	0	ALL	887	11434	ALL	887	ALL
993	CDC25A	P30304	cell division cycle 25A	Cell Cycle	phosphatase; hydrolase	0.57362850165228	0.592592592592593	68	993	ALL	993	ALL	993	1	ALL	993	11961	ALL	993	ALL
1558	CYP2C8	P10632	cytochrome P450, family 2, subfamily C, polypeptide 8	Metabolism	null	0.585095099167057	0.740740740740741	68	1558	ALL	1558	ALL	1558	12	ALL	1558	10971	ALL	1558	ALL
